local,rooms,price,area,restroom,status,kind,movel
" Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro), Barcelos, Braga",T2,700,42,2,"

",apartamento,arrendar
" São Victor, Braga",T3,650,122,,,apartamento,arrendar
" Creixomil, Guimarães, Braga",T1,550,46,,"

",apartamento,arrendar
" Real, Dume e Semelhe, Braga",T1,650,59,1,Novo,apartamento,arrendar
" Braga (São José de São Lázaro e São João do Souto), Braga",T3,1000,142,3,Novo,apartamento,arrendar
" Mesão Frio, Guimarães, Braga",T3,700,"172,40",2,Usado,apartamento,arrendar
" Nogueira, Fraião e Lamaçães, Braga",T2,,100,1,Renovado,apartamento,arrendar
" São Vicente, Braga",T2,700,80,1,Novo,apartamento,arrendar
" Oliveira, São Paio e São Sebastião, Guimarães, Braga",T1,675,50,,Casas de Banho: 1,apartamento,arrendar
" Nogueira, Fraião e Lamaçães, Braga",T3,750,130,,"

",apartamento,arrendar
" Oliveira, São Paio e São Sebastião, Guimarães, Braga",T1,550,50,1,Usado,apartamento,arrendar
" São Vicente, Braga",T3,1000,135,2,Usado,apartamento,arrendar
" Braga (Maximinos, Sé e Cividade), Braga",T1,750,55,1,Novo,apartamento,arrendar
" Oliveira, São Paio e São Sebastião, Guimarães, Braga",T0,450,40,1,Usado,apartamento,arrendar
" Nogueira, Fraião e Lamaçães, Braga",T2,1400,187,2,Usado,apartamento,arrendar
" Nogueira, Fraião e Lamaçães, Braga",T2,580,82,1,Renovado,apartamento,arrendar
" Nogueira, Fraião e Lamaçães, Braga",T3,835,125,2,Novo,apartamento,arrendar
" Oliveira, São Paio e São Sebastião, Guimarães, Braga",T1,550,80,,"

",apartamento,arrendar
" Ferreiros e Gondizalves, Braga",T2,700,125,1,"
                                                                                                        RE/MAX Grupo Satisfactor                                                                                        ",apartamento,arrendar
" Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro), Barcelos, Braga",T2,800,150,3,"
",apartamento,arrendar
" Gualtar, Braga",T2,600,120,2,Usado,apartamento,arrendar
" Braga (São José de São Lázaro e São João do Souto), Braga",T4,1100,180,3,Renovado,apartamento,arrendar
" Nogueira, Fraião e Lamaçães, Braga",T3,650,130,2,Usado,apartamento,arrendar
" Arentim e Cunha, Braga",T3,975,130,2,Novo,apartamento,arrendar
" Braga (São José de São Lázaro e São João do Souto), Braga",T1,600,66,2,Novo,apartamento,arrendar
" Braga (Maximinos, Sé e Cividade), Braga",T2,700,120,3,Novo,apartamento,arrendar
" Urgezes, Guimarães, Braga",T1,700,"65,40",2,Novo,apartamento,arrendar
" Braga (São José de São Lázaro e São João do Souto), Braga",T2,875,80,,"

",apartamento,arrendar
" Braga (São José de São Lázaro e São João do Souto), Braga",T1,700,60,,"

",apartamento,arrendar
" São Victor, Braga",T2,550,80,,"

",apartamento,arrendar
" São Victor, Braga",T2,680,110,,"

",apartamento,arrendar
" Sequeira, Braga",T3,750,140,2,Usado,apartamento,arrendar
" Braga (São José de São Lázaro e São João do Souto), Braga",T2,750,110,3,Novo,apartamento,arrendar
" Nogueiró e Tenões, Braga",T2,450,63,1,"

",apartamento,arrendar
" Arcozelo, Barcelos, Braga",T2,600,92,2,Usado,apartamento,arrendar
" São Victor, Braga",T3,680,115,,"

",apartamento,arrendar
" São Victor, Braga",T1,450,60,1,Usado,apartamento,arrendar
" Oliveira, São Paio e São Sebastião, Guimarães, Braga",T1,450,45,1,Usado,apartamento,arrendar
" Real, Dume e Semelhe, Braga",T3,750,120,2,Novo,apartamento,arrendar
